Unnamed: 0,name,company,year,Price,kms_driven,fuel_type
408,Eeco Smiles 5 Seater AC,Maruti,2013,260000,120000,Petrol
409,XE 2016-2019 2.0L Diesel Prestige,Jaguar,2017,2625000,9000,Diesel
410,ES 300h,Lexus,2019,5150000,20000,Petrol
411,XF 2.0 Diesel Portfolio,Jaguar,2017,3200000,45000,Diesel
412,Safari Storme EX,Tata,2015,503000,110000,Diesel
413,XC40 D4 Inscription BSIV,Volvo,2019,3800000,20000,Diesel
414,Camry 2.5 Hybrid,Toyota,2016,2000000,68089,Petrol
415,Wagon R LXI,Maruti,2013,225000,58343,Petrol
416,Baleno Alpha 1.3,Maruti,2018,740000,38817,Diesel
417,Jazz VX,Honda,2016,550000,56494,Petrol
418,Innova 2.5 VX (Diesel) 7 Seater,Toyota,2013,750000,79328,Diesel
419,Swift AMT VVT VXI,Maruti,2019,650000,5621,Petrol
420,Etios VX,Toyota,2017,625000,25538,Petrol
421,Swift AMT ZXI,Maruti,2018,600000,69779,Petrol
422,Grand i10 1.2 CRDi Sportz,Hyundai,2017,450000,56290,Diesel
423,X4 M Sport X xDrive20d,BMW,2019,5400000,7500,Diesel
424,X4 M Sport X xDrive20d,BMW,2019,5500000,8500,Diesel
425,Amaze V CVT Petrol BSIV,Honda,2019,779000,7032,Petrol
426,Rapid 1.6 MPI AT Elegance,Skoda,2016,645000,11000,Petrol
427,V40 D3 R-Design,Volvo,2018,2475000,2000,Diesel
428,Amaze S CVT Diesel BSIV,Honda,2019,700000,40000,Diesel
429,Creta 1.4 CRDi Base,Hyundai,2017,950000,45000,Diesel
430,Alto LXi BSIII,Maruti,2010,160000,80000,Petrol
431,Xcent 1.1 CRDi S Option,Hyundai,2015,409999,135000,Diesel
432,Innova 2.5 G (Diesel) 7 Seater,Toyota,2015,840000,120000,Diesel
433,Etios Liva Diesel,Toyota,2013,450000,67000,Diesel
434,Swift Dzire ZDI Plus,Maruti,2017,900000,50000,Diesel
435,Innova 2.5 V Diesel 7-seater,Toyota,2008,570000,134000,Diesel
436,Micra Diesel XV,Nissan,2011,254999,110000,Diesel
437,800 AC BSIII,Maruti,2009,130000,40000,Petrol
438,Swift Dzire VDI,Maruti,2013,530000,120000,Diesel
439,Polo 1.5 TDI Highline,Volkswagen,2015,520000,110000,Diesel
440,Verito 1.5 D2 BSIII,Mahindra,2011,229999,170000,Diesel
441,800 AC BSIII,Maruti,2004,81000,80000,Petrol
442,Swift VDI Optional,Maruti,2016,600000,47000,Diesel
443,Xcent 1.2 Kappa S Option,Hyundai,2015,409999,93000,Petrol
444,800 Std,Maruti,2010,120000,70000,Petrol
445,Celerio VXI,Maruti,2014,320000,50000,Petrol
446,Figo Diesel EXI,Ford,2015,292000,70000,Diesel
447,Safari DICOR 2.2 LX 4x2,Tata,2012,390000,80000,Diesel
448,Figo 1.2P Titanium Plus MT,Ford,2016,550000,44000,Petrol
449,Celerio ZXI,Maruti,2014,385000,25000,Petrol
450,Creta 1.6 VTVT S,Hyundai,2016,800000,25000,Petrol
451,Swift Dzire VXI 1.2,Maruti,2019,675000,10000,Petrol
452,Hexa XT,Tata,2018,1525000,50000,Diesel
453,EcoSport 1.5 Diesel Titanium Plus BSIV,Ford,2018,950000,30000,Diesel
454,i20 Active 1.4 SX with AVN,Hyundai,2015,610000,50000,Diesel
455,i20 Asta 1.4 CRDi,Hyundai,2012,525000,120000,Diesel
456,Amaze S CVT Diesel BSIV,Honda,2019,700000,40000,Diesel
457,Bolero 2011-2019 SLE,Mahindra,2015,375000,80000,Diesel
458,Terrano XL Plus 85 PS,Nissan,2015,580000,90000,Diesel
459,Swift VXI Windsong Limited edition,Maruti,2015,434999,50000,Petrol
460,RediGO 1.0 S,Datsun,2020,350000,2136,Petrol
461,Innova 2.5 G (Diesel) 7 Seater,Toyota,2012,730000,250000,Diesel
462,i20 Magna 1.2,Hyundai,2015,600000,35000,Petrol
463,Innova 2.5 VX (Diesel) 7 Seater,Toyota,2015,1050000,120000,Diesel
464,Baleno Alpha 1.3,Maruti,2017,735000,70000,Diesel
465,Duster 110PS Diesel RxZ,Renault,2018,1050000,18000,Diesel
466,Enjoy 1.3 TCDi LS 7,Chevrolet,2016,420000,110000,Diesel
467,SX4 S Cross 2015-2017 DDiS 200 Zeta,Maruti,2017,800000,60000,Diesel
468,Fortuner 4x2 AT,Toyota,2015,2000000,60000,Diesel
469,Swift Dzire VDI,Maruti,2016,600000,147000,Diesel
470,Fortuner 4x2 AT,Toyota,2015,1900000,130000,Diesel
471,Captiva LT,Chevrolet,2011,500000,99500,Diesel
472,Indica Vista Aqua 1.4 TDI,Tata,2011,200000,110000,Diesel
473,Micra Active XL Petrol,Nissan,2016,370000,35000,Petrol
474,Verna Transform CRDi VGT SX ABS,Hyundai,2010,260000,110000,Diesel
475,KUV 100 mFALCON D75 K8,Mahindra,2016,280000,100000,Diesel
476,Ertiga VXI,Maruti,2014,610000,21000,Petrol
477,Fiesta Titanium 1.5 TDCi,Ford,2013,300000,60000,Diesel
478,Indigo CS LX DiCOR,Tata,2010,140000,40000,Diesel
479,i10 Magna 1.1L,Hyundai,2008,229999,50000,Petrol
480,A-Star Vxi,Maruti,2010,200000,65000,Petrol
481,Wagon R VXI BSIII,Maruti,2011,200000,80000,Petrol
482,Verna 1.6 CRDi S,Hyundai,2015,560000,119000,Diesel
483,Ertiga SHVS VDI,Maruti,2016,750000,80000,Diesel
484,Swift VDI BSIV,Maruti,2017,585000,90000,Diesel
485,Verna 1.6 VTVT S Option,Hyundai,2016,760000,20000,Petrol
486,Swift VDI BSIV,Maruti,2014,430000,80000,Diesel
487,KUV 100 D75 K6 Plus,Mahindra,2020,480000,44665,Diesel
488,Seltos HTE D,Kia,2019,643000,10000,Diesel
489,Xcent 1.2 VTVT S,Hyundai,2018,500000,60000,Petrol
490,Brio 1.2 S MT,Honda,2016,425000,22000,Petrol
491,Alto 800 LXI,Maruti,2014,250000,25000,Petrol
492,Celerio LDi,Maruti,2016,285000,70000,Diesel
493,Swift Dzire VXi,Maruti,2008,160000,123000,Petrol
494,Vento Diesel Trendline,Volkswagen,2011,250000,70000,Diesel
495,Beat LS,Chevrolet,2013,170000,70000,Petrol
496,Etios Liva GD,Toyota,2013,409999,45000,Diesel
497,Grand i10 AT Asta,Hyundai,2015,400000,40000,Petrol
498,Swift Dzire VDI,Maruti,2019,700000,30000,Diesel
499,Civic 1.8 V AT,Honda,2007,350000,90000,Petrol
500,Ertiga BSIV VXI,Maruti,2016,660000,34000,Petrol
501,Alto 800 VXI,Maruti,2017,268000,25000,Petrol
502,Alto 800 VXI,Maruti,2016,270000,50000,Petrol
503,Beat Diesel LT,Chevrolet,2013,300000,50000,Diesel
504,Tiago 1.2 Revotron XZ,Tata,2017,450000,90000,Petrol
505,Beat Diesel LT,Chevrolet,2012,220000,70000,Diesel
506,New Safari DICOR 2.2 VX 4x2,Tata,2009,250000,146000,Diesel
507,Figo Petrol EXI,Ford,2012,300000,85000,Petrol
508,Indica V2 2001-2011 DLS BSIII,Tata,2009,88000,201850,Diesel
509,Swift Dzire VDI,Maruti,2016,561000,30000,Diesel
510,Swift Dzire VDI,Maruti,2018,755000,15000,Diesel
511,RediGO S,Datsun,2017,235000,25000,Petrol
512,Alto K10 LXI,Maruti,2011,165000,90000,Petrol
513,Swift Dzire LDi,Maruti,2008,190000,80000,Diesel
514,Indica V2 DLX BSII,Tata,2011,110000,50000,Diesel
515,Bolero 2011-2019 DI 4WD NON AC,Mahindra,2012,320000,80000,Diesel
516,Swift VDI BSIV,Maruti,2010,330000,110000,Diesel
517,i20 Asta Option 1.2,Hyundai,2016,540000,38000,Petrol
518,EON Era Plus,Hyundai,2013,180000,60000,Petrol
519,Eeco 7 Seater Standard BSIV,Maruti,2016,270000,100000,Petrol
520,Swift Dzire 1.2 Vxi BSIV,Maruti,2012,450000,30000,Petrol
521,Swift Dzire VXI,Maruti,2014,450000,30000,Petrol
522,Beat LT,Chevrolet,2015,200000,50000,Petrol
523,Tiago 1.2 Revotron XZ,Tata,2017,425000,42000,Petrol
524,Sail 1.2 LS ABS,Chevrolet,2016,400000,30000,Petrol
525,Alto LXi BSIII,Maruti,2009,125000,60000,Petrol
526,Compass 2.0 Longitude Option BSIV,Jeep,2018,1600000,14000,Diesel
527,City i VTEC VX,Honda,2015,900000,22000,Petrol
528,Vento Diesel Highline,Volkswagen,2012,450000,90000,Diesel
529,Alto K10 2010-2014 VXI,Maruti,2011,210000,46000,Petrol
530,i20 1.2 Asta Option,Hyundai,2018,801000,20000,Petrol
531,Venture EX 7 Str Captain Seats,Tata,2014,317000,15000,Diesel
532,Ertiga VXI,Maruti,2015,600000,40000,Petrol
533,i20 Magna,Hyundai,2014,330000,30000,Petrol
534,EON Magna Plus,Hyundai,2017,320000,15000,Petrol
535,Estilo LXI,Maruti,2010,160000,50000,Petrol
536,Getz GLX,Hyundai,2007,120000,110000,Petrol
537,Alto LXi,Maruti,2009,130000,70000,Petrol
538,Sail 1.2 LS,Chevrolet,2015,220000,80000,Petrol
539,Swift VDI BSIV,Maruti,2008,229999,50000,Diesel
540,Zest Revotron 1.2T XM,Tata,2015,340000,110000,Petrol
541,Classic 1.4 Duratorq CLXI,Ford,2013,200000,70000,Diesel
542,Alto LXI,Maruti,2002,140000,50000,Petrol
543,Innova 2.5 G (Diesel) 8 Seater,Toyota,2013,1000000,190000,Diesel
544,Bolero SLX,Mahindra,2010,495000,100000,Diesel
545,Alto 800 LXI,Maruti,2015,236000,60000,Petrol
546,Wagon R VXI BS IV,Maruti,2015,390000,40000,Petrol
547,Swift Dzire VDi,Maruti,2009,275000,90000,Diesel
548,Safari Storme EX,Tata,2015,503000,110000,Diesel
549,Vitara Brezza ZDi Plus Dual Tone,Maruti,2017,775000,32000,Diesel
550,Innova Crysta 2.8 ZX AT BSIV,Toyota,2016,1800000,30000,Diesel
551,Creta 1.6 CRDi SX,Hyundai,2016,850000,58000,Diesel
552,Vitara Brezza VDi,Maruti,2018,750000,5000,Diesel
553,i20 1.2 Spotz,Hyundai,2018,570000,25000,Petrol
554,Grand i10 1.2 Kappa Sportz BSIV,Hyundai,2018,580000,32000,Petrol
555,Jazz 1.2 VX i VTEC,Honda,2016,484999,30000,Petrol
556,BR-V i-VTEC S MT,Honda,2017,700000,43000,Petrol
557,Verna S,Hyundai,2012,415000,60000,Petrol
558,Micra XV CVT,Nissan,2015,325000,50000,Petrol
559,Figo Aspire 1.2 Ti-VCT Trend,Ford,2018,550000,14200,Petrol
560,EON Sportz,Hyundai,2017,300000,10000,Petrol
561,RediGO T Option,Datsun,2018,217000,25000,Petrol
562,Freestyle Titanium Petrol BSIV,Ford,2018,700000,19100,Petrol
563,Santro Sportz AMT BSIV,Hyundai,2019,466000,25000,Petrol
564,EcoSport 1.5 Diesel Trend BSIV,Ford,2014,484999,54000,Diesel
565,Sunny XL D,Nissan,2018,670000,35000,Diesel
566,Grand i10 1.2 Kappa Sportz BSIV,Hyundai,2018,500000,20000,Petrol
567,SX4 S Cross 2015-2017 DDiS 200 Zeta,Maruti,2016,675000,52000,Diesel
568,i20 1.4 CRDi Asta,Hyundai,2011,220000,120000,Diesel
569,Compass 2.0 Limited,Jeep,2017,1650000,50000,Diesel
570,Ertiga ZDI,Maruti,2013,630000,120000,Diesel
571,Manza Aura Quadrajet,Tata,2010,250000,90000,Diesel
572,Wagon R LXI,Maruti,2004,120000,120000,Petrol
573,Rapid 1.5 TDI Elegance,Skoda,2015,300000,101500,Diesel
574,Verna 1.6 CRDi EX AT,Hyundai,2013,525000,75000,Diesel
575,Alto K10 LXI,Maruti,2011,204999,97500,Petrol
576,Alto K10 LXI,Maruti,2011,204999,97500,Petrol
577,Scorpio 1.99 S10,Mahindra,2016,1100000,100000,Diesel
578,Duster 110PS Diesel RxZ,Renault,2012,480000,55735,Diesel
579,XUV500 W4,Mahindra,2014,605000,80000,Diesel
580,Alto 800 LXI Optional,Maruti,2016,250000,50000,Petrol
581,Figo Diesel Celebration Edition,Ford,2013,245000,70000,Diesel
582,i10 Magna 1.2 iTech SE,Hyundai,2012,210000,76000,Petrol
583,Swift Dzire VXI 1.2,Maruti,2020,730000,1500,Petrol
584,Bolero 2011-2019 SLX,Mahindra,2012,500000,76000,Diesel
585,Wagon R VXI Optional,Maruti,2015,400000,40000,Petrol
586,EON Magna Plus,Hyundai,2015,280000,60000,Petrol
587,Innova 2.5 G (Diesel) 8 Seater BS IV,Toyota,2009,561000,170000,Diesel
588,Pajero Sport 4X4,Mitsubishi,2013,950000,181491,Diesel
589,Beat Diesel LS,Chevrolet,2016,375000,53319,Diesel
590,Ameo 1.5 TDI Comfortline,Volkswagen,2017,700000,40906,Diesel
591,Etios VX,Toyota,2012,375000,31711,Petrol
592,EON Era Plus,Hyundai,2012,270000,43755,Petrol
593,KWID RXT,Renault,2016,300000,66693,Petrol
594,Zen Estilo VXI BSIV,Maruti,2010,225000,59549,Petrol
595,Innova 2.5 G (Diesel) 8 Seater,Toyota,2015,1350000,94385,Diesel
596,Zen Estilo LXI BSIII,Maruti,2010,200000,73730,Petrol
597,Verna 1.6 SX,Hyundai,2011,400000,221889,Diesel
598,Amaze VX i-DTEC,Honda,2013,500000,116104,Diesel
599,Swift VXI BSIV,Maruti,2015,500000,150546,Petrol
600,Fortuner 2.8 2WD MT,Toyota,2013,1500000,148120,Diesel
601,Ecosport 1.5 Ti VCT MT Titanium,Ford,2015,555000,20000,Petrol
602,Grand i10 1.2 Kappa Magna AT,Hyundai,2018,580000,30000,Petrol
603,Aria Pride,Tata,2011,337000,142000,Diesel
604,Sumo CX 10 Str BSIV,Tata,2011,175000,20000,Diesel
605,Manza Aura Plus Quadrajet,Tata,2009,180000,120000,Diesel
606,i10 Sportz 1.1L,Hyundai,2011,200000,80000,Petrol
607,Indigo CS LX (TDI) BS-III,Tata,2016,260000,60000,Diesel
608,KWID 1.0 RXT Optional,Renault,2016,350000,25000,Petrol
609,Bolero SLX,Mahindra,2011,409999,50000,Diesel
610,TUV 300 T8,Mahindra,2017,655000,126000,Diesel
611,Swift Dzire LDI,Maruti,2015,370000,170000,Diesel
612,Alto 800 LXI,Maruti,2013,200000,24000,Petrol
613,Ertiga SHVS ZDI,Maruti,2017,800000,100000,Diesel
614,Tiago NRG Petrol,Tata,2019,550000,10000,Petrol
615,Figo Diesel ZXI,Ford,2012,300000,70000,Diesel
616,Omni E MPI STD BS IV,Maruti,2017,220000,40000,Petrol
617,Wagon R LXI BS IV,Maruti,2011,196000,110000,Petrol
618,i10 Era,Hyundai,2008,135000,80000,Petrol
619,Bolt Revotron XE,Tata,2015,299000,16500,Petrol
620,Alto K10 VXI,Maruti,2017,300000,30000,Petrol
621,Ertiga SHVS VDI,Maruti,2017,720000,80000,Diesel
622,Safari Storme EX,Tata,2016,650000,50000,Diesel
623,Alto K10 VXI,Maruti,2016,300000,25000,Petrol
624,Grand i10 1.2 CRDi Asta,Hyundai,2019,750000,20000,Diesel
625,KWID RXT,Renault,2016,260000,60000,Petrol
626,Swift VDI,Maruti,2011,300000,70000,Diesel
627,Bolero 2011-2019 SLX,Mahindra,2014,600000,50000,Diesel
628,Accord V6 AT,Honda,2004,275000,100000,Petrol
629,Alto K10 VXI,Maruti,2015,250000,52000,Petrol
630,Swift Dzire VDI,Maruti,2014,420000,80000,Diesel
631,EON Era Plus,Hyundai,2015,235000,50000,Petrol
632,Scorpio S10 7 Seater,Mahindra,2016,1100000,60000,Diesel
633,Alto K10 VXI,Maruti,2019,360000,25000,Petrol
634,Grand i10 CRDi Asta,Hyundai,2014,380000,50000,Diesel
635,EcoSport 1.5 TDCi Titanium BSIV,Ford,2016,650000,125000,Diesel
636,Wagon R VXI Optional,Maruti,2016,350000,80000,Petrol
637,Bolero 2011-2019 DI - AC BS III,Mahindra,2017,700000,70000,Diesel
638,i20 Asta (o) 1.4 CRDi (Diesel),Hyundai,2010,270000,90000,Diesel
639,Bolt Quadrajet XE,Tata,2017,450000,50000,Diesel
640,Thar CRDe,Mahindra,2016,630000,101000,Diesel
641,Xylo E4 BS IV,Mahindra,2010,229999,168000,Diesel
642,Xylo E4 BS IV,Mahindra,2010,229999,168000,Diesel
643,Wagon R VXI BS IV,Maruti,2011,270000,40000,Petrol
644,Indica Vista Aura Safire Anniversary Edition,Tata,2009,135000,28900,Petrol
645,Wagon R VXI BS IV,Maruti,2012,275000,20000,Petrol
646,XE 2016-2019 2.0L Diesel Prestige,Jaguar,2017,2625000,9000,Diesel
647,ES 300h,Lexus,2019,5150000,20000,Petrol
648,XF 2.0 Diesel Portfolio,Jaguar,2017,3200000,45000,Diesel
649,Safari Storme EX,Tata,2015,503000,110000,Diesel
650,XC40 D4 Inscription BSIV,Volvo,2019,3800000,20000,Diesel
651,Camry 2.5 Hybrid,Toyota,2016,2000000,68089,Petrol
652,Wagon R LXI,Maruti,2013,225000,58343,Petrol
653,Baleno Alpha 1.3,Maruti,2018,740000,38817,Diesel
654,Jazz VX,Honda,2016,550000,56494,Petrol
655,Innova 2.5 VX (Diesel) 7 Seater,Toyota,2013,750000,79328,Diesel
656,Swift AMT VVT VXI,Maruti,2019,650000,5621,Petrol
657,Etios VX,Toyota,2017,625000,25538,Petrol
658,Swift AMT ZXI,Maruti,2018,600000,69779,Petrol
659,Grand i10 1.2 CRDi Sportz,Hyundai,2017,450000,56290,Diesel
660,X4 M Sport X xDrive20d,BMW,2019,5400000,7500,Diesel
661,X4 M Sport X xDrive20d,BMW,2019,5500000,8500,Diesel
662,Amaze V CVT Petrol BSIV,Honda,2019,779000,7032,Petrol
663,Rapid 1.6 MPI AT Elegance,Skoda,2016,645000,11000,Petrol
664,V40 D3 R-Design,Volvo,2018,2475000,2000,Diesel
665,TUV 300 T8,Mahindra,2015,634000,165000,Diesel
666,A-Star Zxi,Maruti,2012,235000,98500,Petrol
667,i10 Asta,Hyundai,2008,275000,98000,Petrol
668,Thar CRDe AC,Mahindra,2014,700000,40000,Diesel
669,Grande Punto Sport 90BHP,Fiat,2013,400000,90000,Diesel
670,Alto LXi,Maruti,2012,215000,90000,Petrol
671,Getz 1.5 CRDi GVS,Hyundai,2009,150000,110000,Diesel
672,S-Cross 2017-2020 Zeta DDiS 200 SH,Maruti,2018,950000,77800,Diesel
673,TUV 300 T8,Mahindra,2015,730000,100000,Diesel
674,Indica V2 Turbomax DLS BS IV,Tata,2012,135000,120000,Diesel
675,Xcent 1.2 Kappa Base,Hyundai,2016,350000,80000,Petrol
676,KUV 100 G80 K6 Plus,Mahindra,2018,535000,21000,Petrol
677,Swift Dzire Tour S CNG,Maruti,2018,455000,100000,Petrol
678,Swift Dzire VXI 1.2,Maruti,2019,655000,25000,Petrol
679,EcoSport 1.5 Diesel Titanium BSIV,Ford,2019,800000,30000,Diesel
680,Yaris V CVT BSIV,Toyota,2018,1100000,25000,Petrol
681,E-Class E250 CDI Avantgarde,Mercedes-Benz,2016,3000000,40000,Diesel
682,Fortuner 4x2 4 Speed AT,Toyota,2012,1225000,160000,Diesel
683,KUV 100 G80 K2,Mahindra,2018,340000,51492,Petrol
684,Vento Diesel Highline,Volkswagen,2011,300000,72000,Diesel
685,Figo 1.2P Titanium Opt MT,Ford,2016,370000,60000,Petrol
686,Bolero 2011-2019 SLE,Mahindra,2013,330000,136000,Diesel
687,Santro Xing GLS,Hyundai,2014,238000,60000,Petrol
688,Santro Xing XG,Hyundai,2006,72000,110000,Petrol
689,Santro Xing GLS,Hyundai,2013,200000,90000,Petrol
690,Sunny Diesel XV,Nissan,2014,320000,91000,Diesel
691,Santro Xing GL Plus,Hyundai,2009,114999,90000,Petrol
692,Wagon R LXI BS IV,Maruti,2015,320000,50000,Petrol
693,i10 Era,Hyundai,2010,210000,20000,Petrol
694,Xylo D2 BS IV,Mahindra,2011,200000,120000,Diesel
695,Wagon R LXI Minor,Maruti,2009,135000,150000,Petrol
696,Indigo CS LS (TDI) BS-III,Tata,2015,350000,52000,Diesel
697,Bolero 2011-2019 DI BSIII,Mahindra,2014,350000,167000,Diesel
698,Swift Dzire VDI,Maruti,2017,680000,40000,Diesel
699,Swift Vdi BSIII,Maruti,2010,200000,190000,Diesel
700,KWID 1.0 RXT Optional,Renault,2016,300000,50000,Petrol
701,Xylo E6,Mahindra,2011,270000,70000,Diesel
702,Wagon R LXI BSIII,Maruti,2012,225000,80000,Petrol
703,Bolero DI DX 8 Seater,Mahindra,2008,250000,120000,Diesel
704,TUV 300 T8,Mahindra,2015,590000,40000,Diesel
705,EON Era Plus,Hyundai,2015,290000,17000,Petrol
706,Zen Estilo LXI BS IV,Maruti,2010,100000,180000,Petrol
707,Celerio VXI,Maruti,2016,395000,50000,Petrol
708,EON Era Plus,Hyundai,2014,195000,65000,Petrol
709,Nano Cx,Tata,2011,45000,10000,Petrol
710,Bolero DI DX 8 Seater,Mahindra,2009,270000,70000,Diesel
711,Tavera Neo 3 LT 9 Seats BSIII,Chevrolet,2014,600000,90000,Diesel
712,i20 Asta 1.4 CRDi,Hyundai,2015,715000,50000,Diesel
713,Elite i20 Magna Plus BSIV,Hyundai,2019,600000,10000,Petrol
714,TUV 300 T6 Plus,Mahindra,2019,875000,25000,Diesel
715,Scorpio M2DI,Mahindra,2011,420000,100000,Diesel
716,CR-V 2.4 4WD AT,Honda,2007,325000,70000,Petrol
717,GO Anniversary Edition,Datsun,2017,385000,30000,Petrol
718,KUV 100 mFALCON G80 K2,Mahindra,2016,300000,40000,Petrol
719,i20 Sportz 1.4 CRDi,Hyundai,2012,335000,135000,Diesel
720,Celerio LXI,Maruti,2014,300000,35000,Petrol
721,Accent GLE,Hyundai,2004,80000,120000,Petrol
722,Bolero 2011-2019 SLE,Mahindra,2012,400000,120000,Diesel
723,Indigo CS LS (TDI) BS III,Tata,2012,168000,190000,Diesel
724,Bolero 2011-2019 Plus AC,Mahindra,2016,550000,120000,Diesel
725,Etios GD,Toyota,2012,300000,120000,Diesel
726,Bolero PLUS AC BSIII,Mahindra,2011,320000,175000,Diesel
727,Bolero 2011-2019 Plus - AC BSIII,Mahindra,2011,320000,175000,Diesel
728,Sunny XE,Nissan,2011,350000,25000,Petrol
729,Manza Club Class Quadrajet90 VX,Tata,2013,280000,80000,Diesel
730,Xcent 1.1 CRDi SX Option,Hyundai,2017,550000,70000,Diesel
731,Xcent 1.2 VTVT E Plus,Hyundai,2018,500000,10000,Petrol
732,Freestyle Titanium Plus Petrol BSIV,Ford,2019,700000,6000,Petrol
733,Rapid Ultima 1.6 TDI Elegance,Skoda,2013,380000,90000,Diesel
734,Bolero 2011-2019 Plus - AC BSIII,Mahindra,2012,340000,110000,Diesel
735,Bolero 2011-2019 Plus-AC Plus PS BSIII,Mahindra,2007,160000,120000,Diesel
736,Innova 2.5 G (Diesel) 7 Seater,Toyota,2014,750000,50000,Diesel
737,Grand i10 1.2 Kappa Magna AT,Hyundai,2018,531000,20000,Petrol
738,KWID 1.0 RXT Optional,Renault,2017,300000,35000,Petrol
739,Polo 1.5 TDI Comfortline,Volkswagen,2014,350000,60000,Diesel
740,Beat LT,Chevrolet,2010,150000,68000,Petrol
741,Swift VXI Optional,Maruti,2015,450000,30000,Petrol
742,XUV500 W10 2WD,Mahindra,2017,1625000,54000,Diesel
743,Swift 1.3 VXi,Maruti,2006,140000,65000,Petrol
744,Bolero GLX,Mahindra,2004,250000,80000,Diesel
745,Indica V2 DLX TC,Tata,2006,85000,120000,Diesel
746,Grand i10 1.2 Kappa Magna BSIV,Hyundai,2018,450000,30000,Petrol
747,Zen Estilo VXI BSIV W ABS,Maruti,2011,170000,55113,Petrol
748,Tiago 1.05 Revotorq XM,Tata,2017,360000,50000,Diesel
749,Alto K10 VXI,Maruti,2020,390000,6000,Petrol
750,Eeco 7 Seater Standard BSIV,Maruti,2011,145000,50000,Petrol
751,Scorpio VLX 2WD AIRBAG SE BSIV,Mahindra,2012,540000,90000,Diesel
752,Innova 2.5 E Diesel MS 8-seater,Toyota,2008,290000,126000,Diesel
753,Indigo eCS VX BSIV,Tata,2013,300000,90000,Diesel
754,Figo Aspire 1.2 Ti-VCT Titanium,Ford,2017,565000,80000,Petrol
755,Scorpio 2.6 CRDe SLE,Mahindra,2011,441000,70000,Diesel
756,Santro Xing XP,Hyundai,2003,50000,80000,Petrol
757,EON Era Plus,Hyundai,2011,180000,80000,Petrol
758,EON D Lite,Hyundai,2013,200000,80000,Petrol
759,Alto LX,Maruti,2005,85000,150000,Petrol
760,Indica V2 DL BSIII,Tata,2006,67500,110000,Diesel
761,Vitara Brezza ZDi Plus Dual Tone,Maruti,2016,700000,110000,Diesel
762,Polo Diesel Highline 1.2L,Volkswagen,2010,275000,80000,Diesel
763,Grand i10 1.2 Kappa Sportz BSIV,Hyundai,2019,600000,20000,Petrol
764,Xylo D2,Mahindra,2011,250000,120000,Diesel
765,Bolero 2011-2019 DI - AC BS III,Mahindra,2016,600000,120000,Diesel
766,Linea 1.3 Active,Fiat,2010,200000,80000,Diesel
767,Grand i10 CRDi Sportz,Hyundai,2015,425000,91500,Diesel
768,Swift Dzire VDi,Maruti,2012,420000,120000,Diesel
769,i20 1.4 CRDi Era,Hyundai,2012,321000,100000,Diesel
770,Xylo D4 BSIV,Mahindra,2012,350000,120000,Diesel
771,Amaze i-VTEC Privilege Edition,Honda,2017,490000,80000,Petrol
772,Scorpio S2 7 Seater,Mahindra,2015,680000,90000,Diesel
773,Alto K10 VXI,Maruti,2016,298000,70000,Petrol
774,Santro GLS I - Euro I,Hyundai,1999,80000,110000,Petrol
775,Scorpio M2DI,Mahindra,2011,450000,150000,Diesel
776,Superb 1.8 TSI,Skoda,2010,400000,60000,Petrol
777,Indica Vista Quadrajet ZX,Tata,2012,250000,40000,Diesel
778,Endeavour Hurricane Limited Edition,Ford,2013,1075000,110000,Diesel
779,Grand i10 Sportz,Hyundai,2017,500000,20000,Petrol
780,Freestyle Trend Petrol BSIV,Ford,2019,681000,10000,Petrol
781,XUV500 W8 2WD,Mahindra,2014,650000,90000,Diesel
782,Aveo U-VA 1.2 LS,Chevrolet,2008,80000,70000,Petrol
783,Bolero SLX 2WD BSIII,Mahindra,2009,290000,120000,Diesel
784,Scorpio 2.6 SPORTZ CRDe,Mahindra,2006,220000,120000,Diesel
785,Santro Xing GL,Hyundai,2009,120000,90000,Petrol
786,RediGO Sport,Datsun,2017,229999,80000,Petrol
787,Bolero ZLX BSIII,Mahindra,2003,150000,132478,Diesel
788,Swift Dzire VXI,Maruti,2014,500000,45000,Petrol
789,Indigo CS LS (TDI) BS III,Tata,2013,175000,120000,Diesel
790,Freestyle Titanium Petrol BSIV,Ford,2019,720000,10000,Petrol
791,800 AC,Maruti,2012,100000,51000,Petrol
792,Civic 1.8 V AT,Honda,2009,250000,105000,Petrol
793,XUV500 W6 2WD,Mahindra,2014,810000,100000,Diesel
794,Alto LXi,Maruti,2010,165000,30000,Petrol
795,Tavera Neo 3 LS 10 Str,Chevrolet,2016,409999,60000,Diesel
796,Swift VDI,Maruti,2013,430000,86000,Diesel
797,GO Plus D1,Datsun,2015,300000,15000,Petrol
798,Swift Dzire VDi,Maruti,2011,350000,137500,Diesel
799,KWID 1.0 RXT Optional,Renault,2018,400000,60000,Petrol
800,Enjoy 1.3 TCDi LS 7,Chevrolet,2016,420000,70000,Diesel
801,Wagon R VXI BS IV,Maruti,2015,430000,5000,Petrol
802,Swift VXI Optional,Maruti,2017,573000,30000,Petrol
803,EON D Lite Plus,Hyundai,2015,210000,40000,Petrol
804,Duster 110PS Diesel RxZ,Renault,2015,600000,60000,Diesel
805,City 2017-2020 GXi,Honda,2008,150000,70000,Petrol
806,Tigor 1.2 Revotron XT,Tata,2019,550000,15000,Petrol
807,Swift Dzire ZDi,Maruti,2011,320000,110000,Diesel
